content,reply_count,retweet_count,like_count,quote_count,hashtags,date,hour,hashtag_count,emojis,emoji_count,cumulative_engagement
"Trust is a key focus for us at #WEF19 this week—including in our new research on workplace data, ""Decoding Organizational DNA."" Here are some of the highlights so far. https://t.co/0ZhN2TXcS9",0,13,17,0,['WEF19'],2019-01-23,1,1,,0,56078
What's the next gen perspective on trust? Our CHRO @EllynJShook1 and @DavidAgranovich of @GlobalShapers drive around Davos in our mobile studio to discuss: https://t.co/CJCgmClRfK #WEF19 https://t.co/tttzbWYtVh,0,5,13,0,['WEF19'],2019-01-23,0,1,,0,56096
@BeyondTrust @omarabbosh Thanks for sharing! It was a great discussion about eroding trust in the Internet—and how we can start to fix it together. #InternetOfTrust https://t.co/r4TIu37Ya2,0,0,1,0,['InternetOfTrust'],2019-01-24,16,1,,0,56097
RT @ReutersPlus: New @Accenture research finds that over 90% of employees are willing to hand over their data to their employers—but respon…,0,14,0,0,[],2019-01-24,16,0,,0,56111
Innovation must be handled responsibly—especially when it comes to how personal data is managed. Watch our @pauldaugh @iamwill @DovSeidman @MarriottIntl discuss innovation with purpose in Davos: https://t.co/e5RQa7nuHZ #ResponsibleAI #WEF19 https://t.co/xqvj2xUkNZ,1,4,14,0,"['ResponsibleAI', 'WEF19']",2019-01-24,17,2,,0,56130
"""To talk about innovation with purpose, you have to flip it—to purpose-driven innovation.""—@DovSeidman discusses with our @pauldaugh, @iamwill &amp; @MarriottIntl in Davos. Watch here: https://t.co/Vn0rdalbVf #WEF19 #ResponsibleAI https://t.co/bc0t2KceNx",0,16,28,3,"['WEF19', 'ResponsibleAI']",2019-01-24,15,2,,0,56177
We asked leaders at #WEF19: How do you build trust in the digital economy? Hear @DBTreat @barrirafferty &amp; @omarabbosh respond. Watch all the answers here: https://t.co/E0SwyPLPbh https://t.co/OZCKW0DG6J,0,57,927,1,['WEF19'],2019-01-24,21,1,,0,57162
"@DanPatterson @wef @CBSNews ""Trust"" has definitely been the word of the week. So many good conversations, research and insights. https://t.co/13X0zmZSIS",0,0,0,0,[],2019-01-24,21,0,,0,57162
One of the digital economy's biggest challenges is establishing security standards for the supply chain. How to turn it around? Our @omarabbosh talks with @AgnesRunacher @jptricoire @INTERPOL_HQ from Davos: https://t.co/r4TIu37Ya2 #WEF19 https://t.co/njxZsUPsjL,0,14,17,0,['WEF19'],2019-01-24,19,1,,0,57193
"Disruptive Dialogue: Digital Transformation in Banking—""We've been on a path to make things simpler, better &amp; faster,"" says @HSBC's Andy Maguire. Watch him talk with our @RichardLumb1 at #WEF19. https://t.co/13X0zmZSIS https://t.co/DUBBwMG802",5,9,27,0,['WEF19'],2019-01-24,13,1,,0,57234
We applaud @500Valuable for helping further opportunities for persons with disabilities in the workforce. Proud to reaffirm our commitment by signing the #Valuable500 pledge to help further elevate disability inclusion on the boardroom agenda: https://t.co/og5geOYECw #WEF19 https://t.co/rmSwo42rGK,4,42,325,2,"['Valuable500', 'WEF19']",2019-01-24,18,2,,0,57607
"""Technology revolutionized how people communicate &amp; the way the developed world works, but it has also exacerbated peoples’ fears about who they can trust""—our @RichardLumb1 on the need for a digital trust turnaround. #WEF19 #InternetOfTrust https://t.co/xBpYh9Udl0",8,20,66,6,"['WEF19', 'InternetOfTrust']",2019-01-24,9,2,,0,57707
@TopCyberNews @StephaneNappo Thanks for sharing! Trust is a key topics at #WEF19—you might enjoy our full #FutureWorkforce and #InternetOfTrust panel discussion from Davos. https://t.co/i91VXSSckT,1,0,0,0,"['WEF19', 'FutureWorkforce', 'InternetOfTrust']",2019-01-24,10,3,,0,57708
Trust is a key topic for us at Davos—and we're getting fresh perspectives on the subject from the next generation of leaders. Our CHRO @EllynJShook1 &amp; @Krys_Reid of @GlobalShapers drive around Davos and discuss: https://t.co/z3qmgNQl8i #WEF19 https://t.co/EhJyDGmeXa,0,6,21,0,['WEF19'],2019-01-24,0,1,,0,57735
Proud to be named to @CDP’s #CDPAList for our commitment to creating a more sustainable future. Congrats to all who made the list! https://t.co/vktexkGqW4 https://t.co/MuNanphx4T,3,6,12,0,['CDPAList'],2019-01-24,2,1,,0,57756
"This week at #WEF19, we're proud to help announce a new global partnership to accelerate #LGBTI inclusion. At our panel in Davos, @BethBrooke_EY explains why: https://t.co/5ttVsODqCd #LGBTIbroadcast @Sandervtn @wef https://t.co/wgfxqlnjh0",1,12,25,0,"['WEF19', 'LGBTI', 'LGBTIbroadcast']",2019-01-24,3,3,,0,57794
RT @BofA_News: .@RichardLumb1 from @accenture offers his perspective on the importance of #digital trust in a world with constant technolog…,0,3,0,0,['digital'],2019-01-24,18,1,,0,57797
@tech_mahindra @C_P_Gurnani @JulieSweet @CarolineBinc @WeAreBinc @Bloomberg @PaulPolman @Unilever @wef @Davos Looking forward to a great discussion!,0,0,5,0,[],2019-01-24,8,0,,0,57802
"When AI is everywhere, trust becomes everything—which is why #ResponsibleAI is a key focus for us this week in Davos. Find out more: https://t.co/UWH76unGH9 #WEF19 https://t.co/dMVHRhaHw9",1,19,35,2,"['ResponsibleAI', 'WEF19']",2019-01-24,7,2,,0,57859
"@51ddh1 @wef @Davos Thanks for sharing! Business leaders need to rethink their approach to data, transparency and trust. https://t.co/yaYnYQIAZJ",0,0,1,0,[],2019-01-24,8,0,,0,57860
"As AI adoption accelerates, so does the need for responsible frameworks. We've had some great conversations at #WEF19 this week on the subject—here are some of the highlights. #ResponsibleAI https://t.co/XZu84YpGlO",0,7,14,1,"['WEF19', 'ResponsibleAI']",2019-01-24,5,2,,0,57882
🏔❄️👊 What a week we’ve had in Davos! Here are just a few highlights. Check out everything we've been up to here: https://t.co/cGguApfGmo #WEF19 https://t.co/QOVA9mafQg,3,11,40,0,['WEF19'],2019-01-25,23,1,🏔❄👊,3,57936
"NEW NOW: When it comes to workplace data, how can you grow trust and gain value? Our CHRO @EllynJShook1 and @HPE's John Schultz discuss: https://t.co/2cF40O8GCh #FutureWorkforce #WEF19 https://t.co/lvR1yURj2y",12,195,3085,6,"['FutureWorkforce', 'WEF19']",2019-01-25,19,2,,0,61234
"As #WEF19 winds down, our @pauldaugh and @omarabbosh share their top takeaways from a week of insights and dialogue. https://t.co/CSvQkoTFnJ 
#FutureWorkforce
#InternetOfTrust
#ResponsibleAI https://t.co/9fRCoeONBx",12,198,2477,19,"['WEF19', 'FutureWorkforce', 'InternetOfTrust', 'ResponsibleAI']",2019-01-25,17,4,,0,63940
"RT @Accenture_US: North America CEO @JulieSweet and @Aon_plc CEO Greg Case agree—apprenticeship programs help diversify industries, build a…",0,15,0,0,[],2019-01-25,16,0,,0,63955
RT @ReutersPlus: The promise of modern technologies must include a conversation around trust. @omarabbosh explains why. https://t.co/DGng7L…,0,7,0,0,[],2019-01-25,15,0,,0,63962
RT @BofA_News: .@RichardLumb1 from @accenture offers his perspective on the importance of #digital trust in a world with constant technolog…,0,9,0,0,['digital'],2019-01-25,14,1,,0,63971
RT @ReutersPlus: The Internet was never designed for security. @omarabbosh offers reasons why this digital age demands a new #InternetOfTru…,0,6,0,0,[],2019-01-25,15,0,,0,63977
The Internet transformed everything. It's time for trust to transform the Internet. See the highlights from our new research on the #InternetOfTrust and our conversations at #WEF19 this week.  https://t.co/9p8NMpo6al,1,15,20,4,"['InternetOfTrust', 'WEF19']",2019-01-25,10,2,,0,64017
"When the Internet powers a global digital economy, trust is everything—and it's been one of our key topics at #WEF19. Missed our new research? Find it here: https://t.co/5eZGCBNXFX #InternetOfTrust https://t.co/Ky7OrWHcV6",0,9,21,2,"['WEF19', 'InternetOfTrust']",2019-01-25,7,2,,0,64049
Why is trust so important to the next generation of leaders? Our CHRO @EllynJShook1 and @MostafaAminWay of the @GlobalShapers Community travel around Davos and discuss: https://t.co/cIX5mFtvoy #WEF19 https://t.co/Oj102X5tz9,0,3,15,0,['WEF19'],2019-01-25,5,1,,0,64067
Honored to be named among the #Global100 Most Sustainable Corporations by @corporateknight—proud to do our part to address climate change and accelerate the shift to a low-carbon economy. https://t.co/EnhPBJABJi https://t.co/mtcGKnqLhU,0,9,29,1,['Global100'],2019-01-25,3,1,,0,64106
"How can you build stronger trust in a digital landscape fractured by cybersecurity concerns? Start with transparency. Watch @jptricoire of @SchneiderElec discuss ""Leading a Trust Turnaround"" with @omarabbosh &amp; others: https://t.co/r4TIu37Ya2 #InternetOfTrust #WEF19 https://t.co/AFUEVr19ks",0,9,18,1,"['InternetOfTrust', 'WEF19']",2019-01-25,2,2,,0,64134
"Let's advance equality for LGBTI globally &amp; end discrimination. @UNHumanRights Chief @mbachelet calls on businesses to adopt UN #BizHumanRights Standards, which help companies protect &amp; stand up for LGBTI rights. Watch #LGBTIbroadcast: https://t.co/5ttVsODqCd #WEF19 @Sandervtn https://t.co/JXvwdSj5Iz",283,112,323,36,"['BizHumanRights', 'LGBTIbroadcast', 'WEF19']",2019-01-25,0,3,,0,64888
How can we use #blockchain to drive social impact? Our @DBTreat and @everledgerio’s @leanne_kemp discuss applications from tracking sustainable farming to recycling: https://t.co/bOUToPCR6x #WEF19 https://t.co/pfHZlde30Y,1,4,16,0,"['blockchain', 'WEF19']",2019-01-25,13,2,,0,64909
"We spent last week in Davos talking with business leaders about trust. Missed one of our panels, 1x1 dialogues or interviews? Find it here: https://t.co/cGguApfGmo #WEF19 https://t.co/oRrUpENDGr",0,9,18,2,['WEF19'],2019-01-28,9,1,,0,64938
How do we maximize the potential value available in the digital economy? Our @omarabbosh and @verizon CEO @HansVestberg_ and CSO @QureshiVz discussed the importance of trust in Davos. https://t.co/y0qHeIx6uo #InternetOfTrust #WEF19 https://t.co/rLDHLpD0BC,2,74,1254,7,"['InternetOfTrust', 'WEF19']",2019-01-28,14,2,,0,66275
“We believe that our commitment to diversity and culture of equality has been a source of incredible innovation”—see our CEO-NA @JulieSweet discuss the importance of disability inclusion in Davos: https://t.co/UfZgdXKF5R #WEF19 @500Valuable #Valuable500 https://t.co/luXN3BtcPi,1,9,26,1,"['WEF19', 'Valuable500']",2019-01-28,17,2,,0,66312
What's the best advice for any company looking to use workforce data responsibly? Our CHRO @EllynJShook1 @aneelb &amp; @melaniekalmar weigh in. Watch the full discussion: https://t.co/i91VXSSckT #FutureWorkforce #WEF19 https://t.co/yX4k46gxiM,0,51,1136,2,"['FutureWorkforce', 'WEF19']",2019-01-28,20,2,,0,67501
RT @AccentureACTIVE: .@MarriottIntl wanted to harness the spirit of experimentation—hear how we created a Travel Experience Incubator to re…,0,5,0,0,[],2019-01-29,19,0,,0,67506
Excited to collaborate with @FastCompany to introduce the Best Workplaces for Innovators ranking. Does your company embrace innovation at its core? Apply now! https://t.co/ydrd33Q84w https://t.co/KVaeZjjucJ,0,7,21,4,[],2019-01-29,19,0,,0,67538
"@CNBC Balance between privacy and security has been one of the most important themes in Davos. So many good conversations, research and insights. https://t.co/r4TIu37Ya2",0,0,1,0,[],2019-01-29,11,0,,0,67539
We asked leaders at #WEF19: How do you build trust in the digital economy? Watch @Sandervtn @carstenknop &amp; @EllynJShook1 respond and see all the answers here: https://t.co/E0SwyPLPbh https://t.co/jq0YKVwqus,2,21,82,0,['WEF19'],2019-01-29,17,1,,0,67644
Could plastic become its own solution? Our @peterlacy @wesleyspindler &amp; Cathy McAndrew write how innovation can help protect the planet: https://t.co/yvEuo2fEiJ #WEF19 https://t.co/xIvxcBslgc,1,7,27,2,['WEF19'],2019-01-30,13,1,,0,67681
Trust and #ResponsibleAI was a big topic for us at #WEF19. Missed any of our panels and discussions? Find them here: https://t.co/cGguApfGmo https://t.co/etO4zB6kfy,2,23,81,1,"['ResponsibleAI', 'WEF19']",2019-01-30,16,2,,0,67788
"RT @AccentureACTIVE: When it comes to content #marketing and precision targeting, orchestration is key, says our own Georgine Anton. Read m…",0,12,0,0,['marketing'],2019-01-30,10,1,,0,67800
"To help our clients implement digital transformation, we must embrace it ourselves. Our CIO @andrewxwilson shows how: https://t.co/kvgcTVx71t  https://t.co/Nwum0kRlCJ",0,4,23,4,[],2019-01-31,7,0,,0,67831
"What does your organization call AI? Hear how our CTIO @pauldaugh and other leaders are looking beyond ""artificial"" &amp; watch the full discussion here: https://t.co/yaYnYQIAZJ #WEF19 https://t.co/E5AQVf2nFr",0,18,34,2,['WEF19'],2019-01-31,22,1,,0,67885
It’s not enough for brands to acknowledge environmental concerns—consumers expect commitments and actions. Read more about #FjordTrends: https://t.co/xJrnzeBDei https://t.co/fGQ0oopBUT,0,11,21,1,['FjordTrends'],2019-02-01,13,1,,0,67918
"Introducing #SynOps, our human-machine “operating engine” that combines technology and talent to make organizations more flexible, agile and responsive. Read more via @ZDNet: https://t.co/bOuL06SOvZ https://t.co/fzxv99WzbB",0,6,15,2,['SynOps'],2019-02-01,17,1,,0,67941
"To benefit from partnerships, firms must change how they think about success. Read how, via @WiredUK: https://t.co/TChylNbtYY https://t.co/3MR8GA6BIC",1,5,22,1,[],2019-02-01,20,0,,0,67970
"RT @AccentureACTIVE: How will the volume of orders change if you send one email to all your customers, or 222 different versions #personali…",0,14,0,0,[],2019-02-04,13,0,,0,67984
NEW NOW: Can #blockchain deliver richer and more accurate real-time data for businesses and their customers? Our @DBTreat and Peter Hiom of @ASX discuss: https://t.co/8eeKcWQwQh https://t.co/HcHoVXWS5p,0,5,7,0,['blockchain'],2019-02-05,22,1,,0,67996
"Reskilling the workforce has become an essential investment for future business success. Our CHRO @EllynJShook1 shares more on how we're approaching it ourselves, via @businessinsider: https://t.co/Jp0pkB0GFK #FutureWorkforce",2,12,26,3,['FutureWorkforce'],2019-02-05,19,1,,0,68039
"RT @AccentureACTIVE: ""Trust is important at every level: consumer, business and economy,"" says @AccentureSecure's @nickjstaylor. Hear more…",0,5,0,0,[],2019-02-05,17,0,,0,68044
"In 2019, organizations must design for transparency and show what customers gain in exchange for sharing their personal data. Read more: https://t.co/992ZmuqOuh #FjordTrends https://t.co/cMdAGWGopq",0,5,19,2,['FjordTrends'],2019-02-06,10,1,,0,68070
61% of CEOs say their organization is unable to deal with cybersecurity alone. What’s the solve? More from our new research: https://t.co/gLwop1A9km https://t.co/sNvNOWeN7a,2,9,26,0,[],2019-02-06,14,0,,0,68107
We’ve partnered with @Microsoft and @AvanadeInc to launch a new group that can help our clients accelerate #cloud innovation. Find out more: https://t.co/tdrSliDylI https://t.co/HektVOVQBI,0,16,33,1,['cloud'],2019-02-06,20,1,,0,68157
Our Technology Vision 2019 report is here. Discover the 5 technology trends that will redefine business—and how to harness them for growth: https://t.co/c9Eiyv8Y96 #TechVision2019 https://t.co/Vq3QKBdzGg,5,45,91,20,['TechVision2019'],2019-02-07,12,1,,0,68318
"RT @Accenture_US: Check out our interview with Mary Hamilton, Managing Director, Accenture Labs North America, on how we're changing the wa…",0,18,0,0,[],2019-02-07,16,0,,0,68336
What are the 5 emerging technology trends that will reshape businesses? Our new Technology Vision 2019 report outlines what you need to know now: https://t.co/o5i7rAiOzS #TechVision2019 https://t.co/UbDiVkNm0C,1,23,34,5,['TechVision2019'],2019-02-08,19,1,,0,68399
"RT @AccentureACTIVE: If something as simple as customizing newsletter images leads to a rise in orders, why aren't more companies leveragin…",0,5,0,0,[],2019-02-08,17,0,,0,68404
Some businesses are OK to let employees own their work-related data. Are you? More insights from our new report: https://t.co/JsEgkBevb1 #FutureWorkforce https://t.co/v8DTW68bTl,1,6,25,0,['FutureWorkforce'],2019-02-08,14,1,,0,68436
"How can we actively design more #ResponsibleAI? Our @ruchowdh talks with @BernardMarr, via @Forbes: https://t.co/84p3f9jf9k https://t.co/UbxPonBWOh",0,4,18,0,['ResponsibleAI'],2019-02-08,9,1,,0,68458
RT @theCUBE: Going digital is no longer enough;  digital organizations need to adopt new concepts--and obligations--to differentiate themse…,0,9,0,0,[],2019-02-08,11,0,,0,68467
"""It’s imperative that our guiding principle is innovation with purpose""—our CTIO @pauldaugh shares his advice on navigating in the post-digital era: https://t.co/7Snb0H9XJa #TechVision2019",0,9,29,4,['TechVision2019'],2019-02-11,20,1,,0,68509
Distributed ledger tech. AI. Extended Reality. Quantum computing. This is DARQ—and they will transform your business in the next 3-5 years: https://t.co/PWofwpokHs #TechVision2019 https://t.co/bcMqbktiwe,0,7,16,0,['TechVision2019'],2019-02-11,12,1,,0,68532
RT @tictoc: What does DARQ – 2019’s key business acronym – mean? You’ll want to know. &gt; &gt; &gt; https://t.co/DpCDQLSvpo  Insights via @Accentur…,0,12,0,0,[],2019-02-11,14,0,,0,68544
"RT @tictoc: Customized products, no wait time. It’s the Next Big Thing in digital. Find out more &gt; &gt; &gt; https://t.co/DpCDQLSvpo Insights via…",0,10,0,0,[],2019-02-11,14,0,,0,68554
"While almost all companies today rely on the Internet, trust in it remains low. See our new report on reinventing the #InternetOfTrust: https://t.co/zFaOgcmIRe https://t.co/Lzbl05RZ4u",0,1,15,1,['InternetOfTrust'],2019-02-12,15,1,,0,68571
"“The demand for digital transformation, powered by the cloud, has never been greater”—our @pauldaugh tells @InformationAge about our new partnership with @Microsoft and @AvanadeInc: https://t.co/iYBrUM9Kyw #cloud https://t.co/JEZ0CAR3WE",0,8,20,1,['cloud'],2019-02-12,20,1,,0,68600
Technology-driven interactions are creating a digital identity for every consumer—paving the way for truly personalized customer experiences. Our new Technology Vision 2019 report has what you need to know: https://t.co/QWM1KJ58UH #TechVision2019 https://t.co/Tf18aRpTYW,0,8,21,0,['TechVision2019'],2019-02-12,12,1,,0,68629
What should be your org’s biggest concern when it comes to cyber threats? Hear from our @jbharvey in @thecyberwire podcast: https://t.co/xOgB4KdB4u 🎧,1,4,9,1,[],2019-02-13,13,0,🎧,1,68644
"The workplace is becoming human+, mixing human ingenuity with evolving technology tools. Our Technology Vision 2019 report explains how to prepare for the next gen workplace: https://t.co/EAJS1H8vdz #TechVision2019 https://t.co/sMIpvO6rLE",2,3,16,3,['TechVision2019'],2019-02-13,20,1,,0,68668
"In today’s shifting threat landscape, cybersecurity will only be achieved through collaboration. Here’s why interconnectivity is the future of security: https://t.co/vws50Vk3l3 #TechVision2019 https://t.co/tDCz2davMo",1,2,16,0,['TechVision2019'],2019-02-14,13,1,,0,68687
Our people make the difference. Thanks to them we are among @FortuneMagazine #100BestCos—making Accenture a great place to work today and every day. https://t.co/DW6xzflfdf https://t.co/wLUnDayZLS,4,14,43,2,['100BestCos'],2019-02-14,15,1,,0,68750
What will it take for companies to drive the next generation of innovation? Our latest research highlights the 5 key technology trends redefining business. Read via @FortuneMagazine: https://t.co/0QP5Kq8j5t #TechVision2019,2,8,15,1,['TechVision2019'],2019-02-14,20,1,,0,68776
Does your company embrace innovation as a source of competitive advantage? Enter by March 15 for a chance to be named one of @FastCompany’s Best Workplaces for Innovators.,10,8,25,0,[],2019-02-15,21,0,,0,68819
"How can large, established companies better compete with the rapid rise of smaller, highly focused brands?  Here are three key ways, via @HarvardBiz: https://t.co/6mxWwGtW2w #LivingBusiness",2,5,18,0,['LivingBusiness'],2019-02-15,10,1,,0,68844
"In the post-digital world, demand will communicated instantly—and gratification is expected immediately. Is your business set up to capitalize on every consumer moment? https://t.co/cpeG8y7w5R #TechVision2019 https://t.co/R0TP4CI3hS",3,3,11,0,['TechVision2019'],2019-02-15,15,1,,0,68861
How technology drives diversity—see how we’re using #VR and #AR to take bias out of the recruitment process: https://t.co/V0equTkUcd #FutureWorkforce,5,12,27,2,"['VR', 'AR', 'FutureWorkforce']",2019-02-15,20,3,,0,68907
"A surprising fact: While 62% of businesses are now analyzing workforce data, only 30% of leaders are confident they’re doing so responsibly. More on our new research, via @ZDNEt: https://t.co/S9NXN4Y0DX #FutureWorkforce",1,4,12,0,['FutureWorkforce'],2019-02-18,12,1,,0,68924
"What 5 new tech trends are changing businesses now? @ValaAfshar gives an overview of our #TechVision2019 report, via @ZDNet: https://t.co/44IyzzeFm2 📰",1,4,22,2,['TechVision2019'],2019-02-18,18,1,📰,1,68953
We’re entering a “post-digital” era. What does that mean? Our CTIO @pauldaugh explains: https://t.co/ZRzDSlNEUw #TechVision2019,1,17,38,0,['TechVision2019'],2019-02-19,6,1,,0,69009
@xanderbury Good luck! 👏👏👏,0,0,1,0,[],2019-02-19,11,0,👏👏👏,3,69010
DARQ: Distributed ledger tech. AI. Extended Reality. Quantum computing. Four critical forces that will help reimagine entire industries in the next 5 years. What you need to know: https://t.co/kYQrKzdf7Q #TechVision2019 https://t.co/aCh6MMuIqa,1,6,14,2,['TechVision2019'],2019-02-19,12,1,,0,69033
"How are new technologies already reshaping companies for the future? Watch our CTIO @pauldaugh and @Verizon’s SVP &amp; CIO talk #5G, #AI, a post-digital future and more: https://t.co/7ZcmOAkI7c #TechVision2019 https://t.co/5ppW4qz4uv",2,11,26,0,"['5G', 'AI', 'TechVision2019']",2019-02-19,21,3,,0,69072
RT @AccentureACTIVE: We're #5 in the Advertising category of @FastCompany's Most Innovative Companies! Check out the full list and hear why…,0,40,0,0,[],2019-02-20,19,0,,0,69112
Adopting new technologies is no longer enough for business success—the key differentiator now is mastering them. Our #TechVision2019 report has more: https://t.co/noiH804jd0 https://t.co/bbdPHNBhVb,1,12,21,0,['TechVision2019'],2019-02-20,20,1,,0,69146
"In the post-digital age, success for businesses will have as much to do with building #trust as with building a better tech stack. Read via @TechTarget: https://t.co/XCFzf3k3zN #TechVision2019",1,10,23,1,"['trust', 'TechVision2019']",2019-02-21,20,2,,0,69181
"Coming this spring, “Pivot to the Future”—a new book by our @OmarAbbosh, @PaulNunes and @LarryDownes—will help you make your #WisePivot. Pre-order here: https://t.co/CdS6gst7y6 https://t.co/1d82HmqOeh",2,7,28,3,['WisePivot'],2019-02-21,18,1,,0,69221
Change the workplace or hinder the workforce. Our CIO Andrew Wilson shares how our new #TechVision2019 report helps drive our own internal innovation: https://t.co/zhYT9u9riE https://t.co/zUYOV5XAJg,1,8,21,0,['TechVision2019'],2019-02-21,13,1,,0,69251
"We joined forces with @KelloggCompany and @Qualcomm to developed a #VR solution that transforms the way brands and retailers conduct market research. Read more, via @VentureBeat: https://t.co/aj51TVpzai #XR",1,5,27,1,"['VR', 'XR']",2019-02-22,13,2,,0,69285
The rise of consumer data means experiences can now be hyper-personalized—but they need to understand consumers' expectations of privacy. Our #TechVision2019 trends report on how to manage that delicate balance: https://t.co/scGxhnLhxg https://t.co/J1RFFIDTwG,1,10,27,0,['TechVision2019'],2019-02-22,20,1,,0,69323
"Our CHRO @EllynJShook1, Eva Sage-Gavin and Susan Cantrell share insights from our latest #FutureWorkforce research: https://t.co/y3lVdupfNT https://t.co/y3lVdupfNT",1,7,14,1,['FutureWorkforce'],2019-02-25,10,1,,0,69346
Empowering consumers. Enabling transparency. Promoting financial inclusion for small-scale producers. Here's how we're partnering to use #blockchain to enable a more sustainable supply chain: https://t.co/fthD4D6jhw cc: @AWS_Partners @MastercardNews @mercycorps @everledgerio https://t.co/6ZhNFcAwj6,3,23,44,9,['blockchain'],2019-02-25,16,1,,0,69425
RT @tictoc: Why aren’t more companies adopting AI? &gt;&gt;&gt; https://t.co/Lfow4eAoho Insights via @Accenture https://t.co/1rbRnj7dLW,0,28,0,0,[],2019-02-25,17,0,,0,69453
RT @tictoc: How many companies say they need help to revamp their operations for a 5G world? &gt; &gt; &gt; https://t.co/pQMQHbH2ar  Insights via @A…,0,19,0,0,[],2019-02-26,3,0,,0,69472
"It’s not only the right thing to do, it’s good for our people, our company and our clients, too. We’re proud to make the @Ethisphere #WorldsMostEthicalCompanies list for the 12th year in a row. https://t.co/CyTSfeiVnm https://t.co/s931dRDd6C",2,10,31,1,['WorldsMostEthicalCompanies'],2019-02-26,19,1,,0,69516
“Each touch of a tech product creates a trail that forms your unique technology identity.”—our CMO @AmyFuller underlines the importance of trust in our #TechVision2019 report: https://t.co/LB2xTkjyDx https://t.co/Zzv1vkZxOV,1,6,15,0,['TechVision2019'],2019-02-27,20,1,,0,69538
"Excited to sponsor #ShouldThisExist?, a new podcast from @MastersOfScale and @qz that asks big questions about the impact of new technologies on humanity. 

Check it out on @ApplePodcasts: https://t.co/qSluH7r1Z4 https://t.co/FQBa2wS3fG",2,11,56,0,['ShouldThisExist'],2019-02-27,15,1,,0,69607
Introducing the human+ workplace—where workers’ skillsets and knowledge are now amplified and augmented by technology. Is your workplace ready for the post-digital era? https://t.co/j9VS1KWNni #TechVision2019 https://t.co/faDMVBQ5JY,2,10,25,1,['TechVision2019'],2019-02-27,12,1,,0,69645
RT @AccentureACTIVE: What makes 2019 the year of the customer? Our own Glen Hartman explains why brands must approach customers with the in…,0,3,0,0,[],2019-02-27,10,0,,0,69648
"The stakes are high when it comes to trust—read why companies that experience a decline in trust are risking future growth, via @HarvardBiz: https://t.co/jfHXQMVayg #CompetitiveAgility",1,4,15,2,['CompetitiveAgility'],2019-02-27,15,1,,0,69670
"@b_ashishbaisoya @AKTU_Lucknow Hi Ashish, please send us a DM with your details. Thanks!",1,0,0,1,[],2019-02-28,10,0,,0,69672
"Digital technologies are now commonplace—in the post digital era, the real challenges will be personalization, ecosystems and re-imagining. Read more on our latest research, via @Forbes: https://t.co/SpQFl8vodY #TechVision2019",2,6,16,0,['TechVision2019'],2019-02-28,14,1,,0,69696
We are leveraging #blockchain to increase transparency and sustainability in complex supply chains—more about circular supply chain capability via @Forbes: https://t.co/hce7H8H1LH https://t.co/Fq9TwjBfD1,1,9,25,0,['blockchain'],2019-02-28,20,1,,0,69731
@SalesforceEQ @Ellevest @QueenMollyMol @charlieisaacs @salesforcejobs @AllyLegend @BoldForce @LeahBMH @ellmcgirt We're looking forward to a great discussion!,0,0,2,0,[],2019-03-01,9,0,,0,69733
@SusanneChishti @AccentureUK Thank you for joining us!,0,0,2,0,[],2019-03-01,9,0,,0,69735
@GuiltFemPod Thank you for joining us and hosting!,0,0,0,0,[],2019-03-01,16,0,,0,69735
"RT @ReutersPlus: AI can impact your business in very big ways, including revenue. Accenture's Mike Sutcliff shares his insights from MWC, w…",0,3,0,0,[],2019-03-01,17,0,,0,69738
RT @AccentureACTIVE: We worked alongside @Qualcomm and @KelloggCompany to use eye-tracking #VR sets to find the best way to stock shelves.…,0,6,0,0,['VR'],2019-03-04,18,1,,0,69744
We celebrate #IWD2019 this week and every week—learn more about commitment to #GettingToEqual: https://t.co/qtzl38ujWz https://t.co/Ah3QhsxoIR,1,18,34,3,"['IWD2019', 'GettingToEqual']",2019-03-04,21,2,,0,69800
"RT @AccentureACTIVE: Our Virtual Experiences Solutions, a #VR solution that helps train child welfare social workers, took home ""Best Mobil…",0,5,0,0,['VR'],2019-03-05,20,1,,0,69805
"One goal of our #Tech4Good initiative? A more inclusive world. 

Here's how emerging tech like AI, blockchain and XR play a role in #GettingToEqual. https://t.co/cIecgLqi70 #IWD2019 https://t.co/FkyuQFbgYN",3,22,38,4,"['Tech4Good', 'GettingToEqual', 'IWD2019']",2019-03-05,7,3,,0,69872
Cultures of equality are essential to innovation—so how do we deepen the dialogue and create greater awareness and connectivity? Watch @mgadsdenwilliam @talentalchemist &amp; @RamyInocencio discuss: https://t.co/quOziXlo8Z #GettingToEqual #IWD2019 https://t.co/FyuUjTjW6n,3,6,26,4,"['GettingToEqual', 'IWD2019']",2019-03-05,19,2,,0,69911
"Our team at @Fjord explains how a new way of doing business can help us reduce waste and break the “make, use, toss” cycle: https://t.co/i8AfVuC6Qv #FjordTrends",1,6,5,1,['FjordTrends'],2019-03-06,16,1,,0,69924
How do you define equality in a word? Our leaders share their ideas. More on #GettingToEqual: https://t.co/kph5tGGoWv #IWD2019 https://t.co/zq2WJYlgkU,96,242,1089,48,"['GettingToEqual', 'IWD2019']",2019-03-06,18,2,,0,71399
"@hrmagazine Thanks for sharing, we're glad you enjoyed our event! Look for our new #IWD2019 research later this week.",0,0,0,0,['IWD2019'],2019-03-06,15,1,,0,71399
@roisiningle Thank you for sharing and supporting the event!,1,0,0,0,[],2019-03-06,17,0,,0,71400
